Method,Name,Error,Occurrences
POST,/trainers/2338/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2338/pokemon/'),1
POST,/trainers/2368/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2368/pokemon/'),1
POST,/trainers/2497/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2497/pokemon/'),1
POST,/trainers/2301/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2301/pokemon/'),1
POST,/trainers/2529/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2529/pokemon/'),1
POST,/trainers/2598/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2598/pokemon/'),1
POST,/trainers/2317/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2317/pokemon/'),1
POST,/trainers/2250/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2250/pokemon/'),1
POST,/trainers/2142/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2142/pokemon/'),1
POST,/trainers/2347/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2347/pokemon/'),1
POST,/trainers/2289/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2289/pokemon/'),1
POST,/trainers/2260/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2260/pokemon/'),1
POST,/trainers/2122/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2122/pokemon/'),1
POST,/trainers/2342/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2342/pokemon/'),1
POST,/trainers/2473/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2473/pokemon/'),1
POST,/trainers/2383/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2383/pokemon/'),1
POST,/trainers/2308/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2308/pokemon/'),1
POST,/trainers/2336/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2336/pokemon/'),1
POST,/trainers/2433/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2433/pokemon/'),1
POST,/trainers/2407/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2407/pokemon/'),1
POST,/trainers/2332/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2332/pokemon/'),1
POST,/trainers/2062/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2062/pokemon/'),1
POST,/trainers/2528/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2528/pokemon/'),1
POST,/trainers/2404/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2404/pokemon/'),1
POST,/trainers/2197/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2197/pokemon/'),1
POST,/trainers/2552/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2552/pokemon/'),1
POST,/trainers/2288/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2288/pokemon/'),1
POST,/trainers/2493/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2493/pokemon/'),1
POST,/trainers/2545/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2545/pokemon/'),1
POST,/trainers/2489/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2489/pokemon/'),1
POST,/trainers/2531/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2531/pokemon/'),1
POST,/trainers/2372/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2372/pokemon/'),1
POST,/trainers/2202/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2202/pokemon/'),1
POST,/trainers/2463/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2463/pokemon/'),1
POST,/trainers/2504/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2504/pokemon/'),1
POST,/trainers/2345/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2345/pokemon/'),1
POST,/trainers/2584/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2584/pokemon/'),1
POST,/trainers/2323/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2323/pokemon/'),1
POST,/trainers/2348/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2348/pokemon/'),1
POST,/trainers/2367/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2367/pokemon/'),1
POST,/trainers/2325/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2325/pokemon/'),1
POST,/trainers/2461/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2461/pokemon/'),1
POST,/trainers/2417/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2417/pokemon/'),1
POST,/trainers/2510/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2510/pokemon/'),1
POST,/trainers/2183/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2183/pokemon/'),1
POST,/trainers/2422/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2422/pokemon/'),1
POST,/trainers/1979/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/1979/pokemon/'),1
POST,/trainers/2490/pokemon/,HTTPError('500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/trainers/2490/pokemon/'),1
